"학교ID",학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000001941,서울중동초등학교,초등학교,1977-12-02,공립,본교,운영,서울특별시 마포구 성산동 94-1,서울특별시 마포구 월드컵북로 152,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5664093,126.9117752,2020-03-20
B000001942,서울신석초등학교,초등학교,1964-03-10,공립,본교,운영,서울특별시 마포구 신수동 429-2,서울특별시 마포구 대흥로 33,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5445353,126.9377818,2020-03-20
B000001943,서울아현초등학교,초등학교,1932-04-02,공립,본교,운영,서울특별시 마포구 아현동 267-2,서울특별시 마포구 굴레방로 6,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5558313,126.9562424,2020-03-20
B000001944,서울소의초등학교,초등학교,1945-11-01,공립,본교,운영,서울특별시 마포구 아현동 386-1,서울특별시 마포구 마포대로24길 42,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5527802,126.9606578,2020-03-20
B000001945,서울한서초등학교,초등학교,1945-11-01,공립,본교,운영,서울특별시 마포구 염리동 24-140,서울특별시 마포구 대흥로24바길 27,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5536483,126.9497794,2020-03-20
B000001946,서울염리초등학교,초등학교,1983-11-22,공립,본교,운영,서울특별시 마포구 염리동 173-4,서울특별시 마포구 토정로37길 37,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5427085,126.9459983,2020-03-20
B000001947,서울신북초등학교,초등학교,1982-11-01,공립,본교,운영,서울특별시 마포구 중동 42,서울특별시 마포구 월드컵북로38길 26,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.571104,126.9053628,2020-03-20
B000001948,서울성산초등학교,초등학교,1969-03-24,공립,본교,운영,서울특별시 마포구 합정동 427-2,서울특별시 마포구 양화로3길 94,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5534272,126.9109486,2020-03-20
B000001949,서울상지초등학교,초등학교,2007-06-05,공립,본교,운영,서울특별시 마포구 상암동 1676,서울특별시 마포구 월드컵로42길 30,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5797506,126.8820758,2020-03-20
B000001950,서울상암초등학교,초등학교,1972-07-10,공립,본교,운영,서울특별시 마포구 상암동 1635,서울특별시 마포구 월드컵북로 353,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5763366,126.8923219,2020-03-20
B000001951,홍익대학교사범대학부속초등학교,초등학교,1966-03-12,사립,본교,운영,서울특별시 마포구 성산동 산11-31,서울특별시 마포구 성미산로 51,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2019-09-10,37.5596457,126.9132093,2020-03-20
B000001952,서울천왕초등학교,초등학교,2011-09-01,공립,본교,운영,서울특별시 구로구 천왕동 273-2,서울특별시 구로구 천왕로1길 11,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4816096,126.8367161,2020-03-20
B000001953,서울영일초등학교,초등학교,1967-11-29,공립,본교,운영,서울특별시 구로구 가리봉동 17,서울특별시 구로구 남부순환로105길 218,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-09,37.4856446,126.8838114,2020-03-20
B000001954,서울미래초등학교,초등학교,2002-03-01,공립,본교,운영,서울특별시 구로구 구로동 3-13,서울특별시 구로구 새말로 73,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.5051068,126.8880137,2020-03-20
B000001955,서울고원초등학교,초등학교,2004-03-01,공립,본교,운영,서울특별시 구로구 고척동 66-26,서울특별시 구로구 경인로46길 13,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4976125,126.8657986,2020-03-20
B000001956,서울고산초등학교,초등학교,1991-10-29,공립,본교,운영,서울특별시 구로구 고척동 76-10,서울특별시 구로구 중앙로 6,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4989736,126.8647738,2020-03-20
B000001957,서울개웅초등학교,초등학교,1998-10-25,공립,본교,운영,서울특별시 구로구 개봉동 273-18,서울특별시 구로구 개봉로11길 98,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4885726,126.8499801,2020-03-20
B000001958,서울개명초등학교,초등학교,1984-05-04,공립,본교,운영,서울특별시 구로구 개봉동 314-165,서울특별시 구로구 개봉로1다길 16-9,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4830381,126.8509816,2020-03-20
B000001959,서울온수초등학교,초등학교,1984-09-19,공립,본교,운영,서울특별시 구로구 온수동 9-34,서울특별시 구로구 부일로 893,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4940033,126.8259691,2020-03-20
B000001960,서울매봉초등학교,초등학교,1985-10-28,공립,본교,운영,서울특별시 구로구 개봉동 3,서울특별시 구로구 고척로21길 55,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.5049168,126.844365,2020-03-20
B000001961,서울개봉초등학교,초등학교,1971-09-01,공립,본교,운영,서울특별시 구로구 개봉동 266,서울특별시 구로구 개봉로16길 30-11,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4895231,126.8579748,2020-03-20
B000001962,서울고척초등학교,초등학교,1967-04-07,공립,본교,운영,서울특별시 구로구 고척동 129-3,서울특별시 구로구 경서로 31,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.5009467,126.8569791,2020-03-20
B000001963,서울덕의초등학교,초등학교,1983-12-01,공립,본교,운영,서울특별시 구로구 고척동 217,서울특별시 구로구 고척로 213,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.5060568,126.8573464,2020-03-20
B000001964,서울세곡초등학교,초등학교,1972-09-01,공립,본교,운영,서울특별시 구로구 고척동 253-129,서울특별시 구로구 고척로33길 34,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.5050563,126.8491193,2020-03-20
B000001965,서울동구로초등학교,초등학교,1972-03-01,공립,본교,운영,서울특별시 구로구 구로동 93,서울특별시 구로구 구로중앙로14길 43,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-09,37.4940721,126.8927814,2020-03-20
B000001966,서울신구로초등학교,초등학교,1982-10-26,공립,본교,운영,서울특별시 구로구 구로동 105,서울특별시 구로구 가마산로27길 69,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4996591,126.8897653,2020-03-20
B000001967,서울영서초등학교,초등학교,1979-09-28,공립,본교,운영,서울특별시 구로구 구로동 165-1,서울특별시 구로구 도림로20길 57,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4889605,126.8955839,2020-03-20
B000001968,서울구로남초등학교,초등학교,1964-03-11,공립,본교,운영,서울특별시 구로구 구로동 253,서울특별시 구로구 디지털로27길 76,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-09,37.4842055,126.8902176,2020-03-20
B000001969,서울구로초등학교,초등학교,1950-06-20,공립,본교,운영,서울특별시 구로구 구로동 443,서울특별시 구로구 구로중앙로27나길 9,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-09,37.4974612,126.8865524,2020-03-20
B000001970,서울구일초등학교,초등학교,1987-10-22,공립,본교,운영,서울특별시 구로구 구로동 685-221,서울특별시 구로구 구일로 68,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4931916,126.8734733,2020-03-20
B000001971,서울신미림초등학교,초등학교,2002-03-02,공립,본교,운영,서울특별시 구로구 신도림동 398-28,서울특별시 구로구 신도림로 26,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.5071419,126.8795526,2020-03-20
B000001972,서울신도림초등학교,초등학교,1982-10-22,공립,본교,운영,서울특별시 구로구 신도림동 300-6,서울특별시 구로구 신도림로19길 44,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.5119858,126.8832548,2020-03-20
B000001973,서울오류초등학교,초등학교,1943-05-23,공립,본교,운영,서울특별시 구로구 오류동 20-1,서울특별시 구로구 경인로19길 39,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.497529,126.8420281,2020-03-20
B000001974,서울오정초등학교,초등학교,1986-04-29,공립,본교,운영,서울특별시 구로구 오류동 108-28,서울특별시 구로구 경인로2길 10,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4901658,126.8264393,2020-03-20
B000001975,서울오류남초등학교,초등학교,1982-06-01,공립,본교,운영,서울특별시 구로구 오류동 191-1,서울특별시 구로구 서해안로24길 22,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4896863,126.8391137,2020-03-20
B000001976,서울두산초등학교,초등학교,1985-10-30,공립,본교,운영,서울특별시 금천구 독산동 1002-5,서울특별시 금천구 범안로11길 3,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4675483,126.8909474,2020-03-20
B000001977,서울문교초등학교,초등학교,1993-05-06,공립,본교,운영,서울특별시 금천구 독산동 산202-1,서울특별시 금천구 독산로54길 102,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4667201,126.9088179,2020-03-20
B000001978,서울영남초등학교,초등학교,1956-05-17,공립,본교,운영,서울특별시 금천구 독산동 59-27,서울특별시 금천구 문성로 62-15,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4761233,126.9092089,2020-03-20
B000001979,서울금동초등학교,초등학교,2003-03-01,공립,본교,운영,서울특별시 금천구 시흥동 1013-1,서울특별시 금천구 금하로30길 53,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4477396,126.9163991,2020-03-20
B000001980,서울문백초등학교,초등학교,1981-09-18,공립,본교,운영,서울특별시 금천구 시흥동 564-5,서울특별시 금천구 시흥대로47길 43-1,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4470903,126.8986979,2020-03-20
B000001981,서울신흥초등학교,초등학교,1991-10-30,공립,본교,운영,서울특별시 금천구 시흥동 704-56,서울특별시 금천구 독산로36 나 길 21,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4593466,126.9093513,2020-03-20
B000001982,서울가산초등학교,초등학교,1984-06-14,공립,본교,운영,서울특별시 금천구 독산동 143-23,서울특별시 금천구 남부순환로 1304-11,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4782643,126.8962274,2020-03-20
B000001983,서울정심초등학교,초등학교,1983-03-01,공립,본교,운영,서울특별시 금천구 독산동 182-44,서울특별시 금천구 독산로78다길 89,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4719923,126.9082146,2020-03-20
B000001984,서울문성초등학교,초등학교,1956-04-06,공립,본교,운영,서울특별시 금천구 독산동 982,서울특별시 금천구 시흥대로 460,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-09,37.4749117,126.8994472,2020-03-20
B000001985,서울독산초등학교,초등학교,1978-04-11,공립,본교,운영,서울특별시 금천구 독산동 1034,서울특별시 금천구 시흥대로104길 31,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4656567,126.8997128,2020-03-20
B000001986,서울안천초등학교,초등학교,1991-10-04,공립,본교,운영,서울특별시 금천구 독산동 1090,서울특별시 금천구 한내로 69-16,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2019-09-10,37.4587448,126.8883922,2020-03-20
